iter	F1	Logloss
102	0.8113374668	0.5029077673
103	0.810619469	0.5020175739
104	0.810619469	0.5012853708
105	0.810619469	0.5004007252
106	0.810619469	0.499597195
107	0.810619469	0.4986057012
108	0.810619469	0.4976419355
109	0.8138297872	0.4969292815
110	0.8138297872	0.4962738287
111	0.813108946	0.4951755815
112	0.8148804252	0.494146623
113	0.814159292	0.4931769469
114	0.8148804252	0.4924376895
115	0.8148804252	0.4915090959
116	0.8148804252	0.4906495643
117	0.8159292035	0.4897808409
118	0.8159292035	0.4891823648
119	0.8159292035	0.4884972431
120	0.8166519043	0.4874336651
121	0.8159292035	0.4861895864
122	0.8159292035	0.4854607573
123	0.8166519043	0.4846974244
124	0.8166519043	0.4842920991
125	0.8173758865	0.4834223128
126	0.8173758865	0.4824412316
127	0.8181011535	0.481800462
128	0.8181011535	0.480879958
129	0.8188277087	0.4800995307
130	0.8195555556	0.4792297711
131	0.8195555556	0.4783354787
132	0.8206039076	0.4775685033
133	0.8206039076	0.4769837367
134	0.8206039076	0.4761221835
135	0.8206039076	0.4754015857
136	0.8206039076	0.4750255903
137	0.8206039076	0.4739054196
138	0.8206039076	0.473459814
139	0.8206039076	0.4726067531
140	0.8198757764	0.47184976
141	0.8206039076	0.4712627084
142	0.8213333333	0.4708344668
143	0.8198757764	0.4701018796
144	0.8206039076	0.4697015849
145	0.8213333333	0.4691990843
146	0.8198757764	0.468478438
147	0.8206039076	0.4679668006
148	0.8206039076	0.4671619336
149	0.8213333333	0.4666420574
150	0.8206039076	0.4660377829
151	0.8213333333	0.4652869755
152	0.8213333333	0.4646005425
153	0.8223801066	0.4640796199
154	0.8213333333	0.4635031302
155	0.8231111111	0.4628874942
156	0.8231111111	0.4623019778
157	0.8245770258	0.461969982
158	0.825311943	0.4609389668
159	0.825311943	0.4604890203
160	0.825311943	0.4598456545
161	0.8270944742	0.4591661366
162	0.8270944742	0.4583148341
163	0.8270944742	0.4577770453
164	0.8278322926	0.4571652299
165	0.8278322926	0.4566565995
166	0.8278322926	0.4557374927
167	0.8270944742	0.4550869928
168	0.8270944742	0.4544766088
169	0.8299198575	0.4537424902
170	0.8278322926	0.4533337854
171	0.8288770053	0.452888335
172	0.8288770053	0.4523309804
173	0.8281389136	0.4519003424
174	0.8302222222	0.4509612663
175	0.8309608541	0.4504987779
176	0.8317008014	0.4499143948
177	0.8324420677	0.4492046621
178	0.8324420677	0.4487429521
179	0.8324420677	0.4480405961
180	0.8331846566	0.4475773798
181	0.8342245989	0.4468869835
182	0.8342245989	0.446211686
183	0.8349687779	0.4453296504
184	0.8357142857	0.4447500496
185	0.8367528992	0.4440226921
186	0.8375	0.443483897
187	0.8375	0.443199636
188	0.8375	0.4425045632
189	0.836461126	0.4421681003
190	0.8375	0.4415776887
191	0.8392857143	0.4410673114
192	0.8382484361	0.4404869108
193	0.8382484361	0.4400022355
194	0.8389982111	0.439409941
195	0.8400357462	0.4387397613
196	0.8410714286	0.4380480878
197	0.8410714286	0.4376235985
198	0.8410714286	0.4371639379
199	0.8400357462	0.4364373786
200	0.8418230563	0.4359675252
201	0.8418230563	0.4349681451
202	0.8410714286	0.4341561872
203	0.8403211418	0.4332562195
204	0.8403211418	0.4327035279
205	0.8418230563	0.4322935081
206	0.8421052632	0.4316990702
207	0.8428571429	0.4311366492
208	0.8428571429	0.4304008046
209	0.8436103664	0.429941336
210	0.8436103664	0.4296170363
211	0.8453976765	0.4293156332
212	0.8446428571	0.4287540702
213	0.8446428571	0.4285066016
214	0.8436103664	0.4281531866
215	0.8436103664	0.4277633865
216	0.8436103664	0.4273526412
217	0.8446428571	0.4269230216
218	0.8436103664	0.4263959894
219	0.8436103664	0.4259930977
220	0.8446428571	0.4255054427
221	0.8464285714	0.4251235029
222	0.8471849866	0.4247631053
223	0.8471849866	0.4244878188
224	0.8474576271	0.4241501462
225	0.8446428571	0.4235668318
226	0.8461538462	0.4233255012
227	0.8471849866	0.4228785027
228	0.8482142857	0.4222963946
229	0.8492417484	0.4216567356
230	0.8492417484	0.4213373981
231	0.85	0.4209240116
232	0.85	0.4204488451
233	0.8489722967	0.4198201623
234	0.8479427549	0.419404432
235	0.8469113697	0.4188556364
236	0.8479427549	0.4185969435
237	0.8469113697	0.4180050393
238	0.8479427549	0.4175618806
239	0.85	0.4170197686
240	0.8507596068	0.4166427025
241	0.8489722967	0.4162064646
242	0.8497316637	0.4156245493
243	0.8507596068	0.4153229195
244	0.8497316637	0.4149657631
245	0.8507596068	0.4144640584
246	0.8497316637	0.4140374308
247	0.8497316637	0.4137628375
248	0.8497316637	0.4134098507
249	0.8504923903	0.413074207
250	0.8504923903	0.4125928488
251	0.8504923903	0.4122059565
252	0.8512544803	0.4118310399
253	0.8522829006	0.4115293621
254	0.8515205725	0.4110418685
255	0.8515205725	0.4107295638
256	0.8525469169	0.4103739004
257	0.8525469169	0.409899434
258	0.8525469169	0.4096318554
259	0.8525469169	0.4091722718
260	0.8535714286	0.4088789555
261	0.854334227	0.4085626571
262	0.854334227	0.4082269986
263	0.854334227	0.4077249943
264	0.854334227	0.4074432335
265	0.8568872987	0.4070594626
266	0.8566308244	0.4068077839
267	0.8566308244	0.4064183992
268	0.8584229391	0.4061288391
269	0.8584229391	0.405708499
270	0.8584229391	0.4050661742
271	0.8602150538	0.4046334717
272	0.8602150538	0.4043543691
273	0.8602150538	0.4039985768
274	0.8617594255	0.4035169043
275	0.8609865471	0.40308981
276	0.8609865471	0.4025119877
277	0.8627802691	0.4021455618
278	0.8627802691	0.4019189796
279	0.8637992832	0.4013234896
280	0.8635547576	0.4009710923
281	0.8635547576	0.4005072558
282	0.8635547576	0.4000797445
283	0.8635547576	0.3997390588
284	0.8635547576	0.3993938555
285	0.8625336927	0.3986811467
286	0.8625336927	0.3980277936
287	0.8615107914	0.3975465071
288	0.8625336927	0.3972475465
289	0.8625336927	0.3968670326
290	0.8625336927	0.3965020379
291	0.8625336927	0.3960497627
292	0.8625336927	0.3957378375
293	0.8625336927	0.3951668734
294	0.8615107914	0.3948986199
295	0.8615107914	0.3944699525
296	0.8615107914	0.3941123053
297	0.8635547576	0.3936900815
298	0.8635547576	0.3931964296
299	0.8635547576	0.3929499032
300	0.8635547576	0.3926473992
301	0.8635547576	0.3922726748
302	0.8625336927	0.3919280225
303	0.8625336927	0.3916414063
304	0.8635547576	0.391432254
305	0.8643306379	0.3910078073
306	0.8643306379	0.3907526625
307	0.8635547576	0.3901963743
308	0.8625336927	0.3899427529
309	0.8625336927	0.389633651
310	0.8625336927	0.3892758685
311	0.8635547576	0.3887778823
312	0.864573991	0.3883433104
313	0.8635547576	0.3880658469
314	0.8661275831	0.3876571974
315	0.8653500898	0.3872590893
316	0.866367713	0.3870027363
317	0.8679245283	0.386651753
318	0.8669064748	0.3861667802
319	0.868705036	0.3858409321
320	0.8694869487	0.3854203779
321	0.8694869487	0.3851708556
322	0.8694869487	0.384777501
323	0.8705035971	0.3841006315
324	0.8705035971	0.3839250399
325	0.8705035971	0.3836110479
326	0.8712871287	0.3831499032
327	0.8712871287	0.3827316597
328	0.8705035971	0.3823231649
329	0.8694869487	0.3816825624
330	0.8702702703	0.3813376896
331	0.872858431	0.3806994432
332	0.872858431	0.3804554384
333	0.872858431	0.3800752999
334	0.872858431	0.3796941227
335	0.872858431	0.3792768209
336	0.8720720721	0.3789059227
337	0.8720720721	0.3786619439
338	0.8720720721	0.3784322263
339	0.8720720721	0.3779992414
340	0.8720720721	0.3776512734
341	0.8720720721	0.3772715037
342	0.872858431	0.3767889276
343	0.872858431	0.3764960823
344	0.872858431	0.3760127742
345	0.8736462094	0.3755536694
346	0.8736462094	0.3752311162
347	0.8726287263	0.3748095098
348	0.8726287263	0.3746024331
349	0.8726287263	0.374296098
350	0.8726287263	0.3739289659
351	0.8726287263	0.3735088232
352	0.8736462094	0.3730745113
353	0.8736462094	0.3727178522
354	0.8736462094	0.3723624018
355	0.8726287263	0.3718850392
356	0.8754512635	0.3713856077
357	0.8754512635	0.3712035421
358	0.8754512635	0.3708233814
359	0.874435411	0.3705060357
360	0.8754512635	0.3701829242
361	0.874435411	0.3698478763
362	0.874435411	0.3694797838
363	0.8752260398	0.3692022163
364	0.8760180995	0.3687696499
365	0.8760180995	0.3683929893
366	0.8760180995	0.36810358
367	0.8752260398	0.367830408
368	0.8760180995	0.367460445
369	0.8752260398	0.367051759
370	0.8752260398	0.3667387092
371	0.8772563177	0.3664106332
372	0.8762420958	0.3660211007
373	0.8762420958	0.3655600111
374	0.8772563177	0.3651854528
375	0.8772563177	0.3651300624
376	0.8762420958	0.3648061373
377	0.8762420958	0.3644563424
378	0.8772563177	0.3641414511
379	0.877034358	0.3637743429
380	0.8780487805	0.3633379831
381	0.8780487805	0.362924994
382	0.8788426763	0.3626567579
383	0.8788426763	0.3624053792
384	0.8788426763	0.3621272432
385	0.8788426763	0.361472911
386	0.8778280543	0.3611876221
387	0.8786231884	0.3610099487
388	0.8786231884	0.3608331335
389	0.879638009	0.3605901826
390	0.879638009	0.360251051
391	0.879638009	0.3599534881
392	0.8788426763	0.3597440643
393	0.8780487805	0.3594280504
394	0.8778280543	0.3590864169
395	0.8778280543	0.3588000952
396	0.8814479638	0.3583602705
397	0.8822463768	0.3581487275
398	0.8822463768	0.3578976446
399	0.8822463768	0.3576950735
400	0.8814479638	0.3573698274
401	0.8814479638	0.3570851465
402	0.8814479638	0.3567979675
403	0.8812330009	0.3565948542
404	0.8812330009	0.3562234211
405	0.8804347826	0.3556697684
406	0.8804347826	0.3552840295
407	0.8804347826	0.3549801732
408	0.8812330009	0.3547435441
409	0.8812330009	0.3545220383
410	0.8804347826	0.3542147303
411	0.8830462375	0.3536770256
412	0.8822463768	0.3533390952
413	0.8830462375	0.3529032664
414	0.8838475499	0.3526261456
415	0.8830462375	0.3524508435
416	0.8838475499	0.3521484369
417	0.8838475499	0.3518552038
418	0.8838475499	0.351601644
419	0.8838475499	0.3511170551
420	0.8838475499	0.3510113455
421	0.8838475499	0.3505691213
422	0.8838475499	0.3500802906
423	0.8846503179	0.3498662677
424	0.8846503179	0.34968267
425	0.8838475499	0.3493824246
426	0.8846503179	0.3488762943
427	0.8846503179	0.348598232
428	0.8846503179	0.3481224152
429	0.8846503179	0.3477037555
430	0.8846503179	0.3474657544
431	0.8846503179	0.3470771556
432	0.8838475499	0.3467788614
433	0.8856624319	0.3465519929
434	0.8854545455	0.3464064582
435	0.8856624319	0.3461741732
436	0.8856624319	0.3459156323
437	0.8864668483	0.3455562891
438	0.8864668483	0.3452624361
439	0.8864668483	0.3450754102
440	0.8864668483	0.3447276669
441	0.8864668483	0.3445868778
442	0.8872727273	0.3443212962
443	0.8872727273	0.3439950294
444	0.8862602366	0.3437001351
445	0.8870673953	0.3433864709
446	0.8880800728	0.3430117189
447	0.8888888889	0.3427973597
448	0.8888888889	0.3426353545
449	0.8888888889	0.3423385878
450	0.8888888889	0.3419083789
451	0.8888888889	0.341703111
452	0.8888888889	0.3412786577
453	0.889899909	0.3409103791
454	0.889899909	0.340481031
455	0.889899909	0.3402154624
456	0.889899909	0.3399390019
457	0.889899909	0.3396360457
458	0.8907103825	0.339147671
459	0.8907103825	0.3390116971
460	0.8907103825	0.3388647265
461	0.8907103825	0.3386360711
462	0.8907103825	0.3383310771
463	0.8907103825	0.3380284366
464	0.8907103825	0.3378093207
465	0.8907103825	0.3377111914
466	0.8907103825	0.3375704477
467	0.8907103825	0.3373743027
468	0.8907103825	0.3371490247
469	0.8907103825	0.3368144631
470	0.8907103825	0.3365335229
471	0.8907103825	0.3363044481
472	0.8907103825	0.3359977689
473	0.8907103825	0.3356517193
474	0.8907103825	0.3352125484
475	0.8907103825	0.3350079657
476	0.8907103825	0.3346828477
477	0.8907103825	0.3344304992
478	0.8907103825	0.3339719548
479	0.8907103825	0.3336730376
480	0.8907103825	0.3333013501
481	0.8907103825	0.3330330945
482	0.8907103825	0.3327336207
483	0.8915223336	0.3325173098
484	0.8923357664	0.332426303
485	0.8915223336	0.3322479482
486	0.8915223336	0.3320001172
487	0.8923357664	0.3318056985
488	0.8923357664	0.3315565134
489	0.8923357664	0.3312744715
490	0.8923357664	0.3311373345
491	0.8941605839	0.3306710599
492	0.8931506849	0.330365142
493	0.8931506849	0.3301268788
494	0.8931506849	0.3298748293
495	0.8941605839	0.3295224636
496	0.8951686418	0.3293128971
497	0.8951686418	0.3289966194
498	0.8959854015	0.3285291271
499	0.8951686418	0.3283751673
500	0.8949771689	0.3281039811
501	0.8949771689	0.3279247886
502	0.8949771689	0.3275648883
503	0.8957952468	0.3272892377
504	0.8957952468	0.3271419768
505	0.8957952468	0.3269809862
506	0.896803653	0.3265848569
507	0.8976234004	0.3263858298
508	0.8976234004	0.3260813769
509	0.8976234004	0.3257531432
510	0.8976234004	0.3253289664
511	0.8976234004	0.3251859114
512	0.8976234004	0.3249236732
513	0.8976234004	0.324657834
514	0.8994515539	0.3244440218
515	0.8994515539	0.3239635653
516	0.8994515539	0.323542177
517	0.898630137	0.3232852853
518	0.9002744739	0.3231397438
519	0.9002744739	0.3228854206
520	0.9002744739	0.3226462449
521	0.9002744739	0.3223643647
522	0.9002744739	0.3221601324
523	0.9002744739	0.3216452825
524	0.9002744739	0.3213385071
525	0.9012797075	0.3211098054
526	0.9012797075	0.3210071255
527	0.9012797075	0.3207472453
528	0.9012797075	0.3204608121
529	0.9012797075	0.3202462934
530	0.9012797075	0.3198080992
531	0.9012797075	0.319518628
532	0.9012797075	0.319216792
533	0.9012797075	0.3188500485
534	0.9012797075	0.3185691809
535	0.9012797075	0.3182006707
536	0.9012797075	0.3180197934
537	0.9012797075	0.3177540193
538	0.9012797075	0.3175105538
539	0.9012797075	0.3171759979
540	0.9012797075	0.3169119128
541	0.9012797075	0.3164164828
542	0.9012797075	0.3162718179
543	0.9012797075	0.3160232319
544	0.9012797075	0.3157027272
545	0.9012797075	0.3153998463
546	0.9021043001	0.315134592
547	0.9012797075	0.314990034
548	0.9021043001	0.3147586808
549	0.9021043001	0.3145074273
550	0.9021043001	0.3143249511
551	0.9021043001	0.3140423411
552	0.9021043001	0.3138133659
553	0.9021043001	0.313721082
554	0.9021043001	0.3135041102
555	0.9029304029	0.3132288267
556	0.9029304029	0.3129231591
557	0.9029304029	0.3124690912
558	0.9029304029	0.3122135618
559	0.9029304029	0.312056701
560	0.9039341263	0.3118660313
561	0.9039341263	0.3116888672
562	0.9039341263	0.3113697994
563	0.9039341263	0.311069462
564	0.9039341263	0.3108372666
565	0.9039341263	0.3105299486
566	0.9039341263	0.3102497212
567	0.9039341263	0.3100469079
568	0.9039341263	0.3097579309
569	0.9039341263	0.3095794346
570	0.9039341263	0.3092314765
571	0.9039341263	0.3090440084
572	0.9039341263	0.3088551402
573	0.9039341263	0.3084753975
574	0.9039341263	0.3081963002
575	0.9047619048	0.3080143826
576	0.9057639524	0.3076692167
577	0.9057639524	0.3072681201
578	0.9065934066	0.3067923019
579	0.9065934066	0.3065392105
580	0.9065934066	0.3063848183
581	0.9074243813	0.3062725647
582	0.9090909091	0.3059587336
583	0.9090909091	0.305663168
584	0.9100917431	0.3053538324
585	0.9117647059	0.304988751
586	0.9117647059	0.3046663893
587	0.9117647059	0.3044415711
588	0.9109274564	0.3042684749
589	0.9100917431	0.3040515305
590	0.9100917431	0.3038000566
591	0.9109274564	0.3034881893
592	0.9109274564	0.3031524388
593	0.9109274564	0.3028757249
594	0.9109274564	0.3025965443
595	0.9109274564	0.3024229773
596	0.9109274564	0.3022770523
597	0.9109274564	0.3018618609
598	0.9117647059	0.3016151993
599	0.9109274564	0.3012763422
600	0.9109274564	0.3010863383
601	0.9109274564	0.3007925986
602	0.9109274564	0.3006742473
603	0.9109274564	0.300445893
604	0.9109274564	0.3001845116
605	0.9117647059	0.2999252946
606	0.9117647059	0.2996855463
607	0.9109274564	0.2995316479
608	0.9117647059	0.2992238503
609	0.9117647059	0.2990701911
610	0.9117647059	0.2989543267
611	0.9117647059	0.2987694404
612	0.9117647059	0.2986029872
613	0.9117647059	0.2983756895
614	0.9117647059	0.2982318014
615	0.9126034959	0.2979491452
616	0.9126034959	0.2977858245
617	0.9126034959	0.2976785721
618	0.9126034959	0.2974844236
619	0.9126034959	0.2973182764
620	0.9126034959	0.2969773495
621	0.9126034959	0.2967028478
622	0.9126034959	0.2966021605
623	0.9126034959	0.2963572347
624	0.9134438306	0.2961109357
625	0.9142857143	0.2959265453
626	0.9142857143	0.2957143334
627	0.9142857143	0.2955150616
628	0.9142857143	0.2952713059
629	0.9142857143	0.2949410836
630	0.9142857143	0.2947692172
631	0.9142857143	0.2946289158
632	0.9142857143	0.2944171047
633	0.9142857143	0.2940880477
634	0.9151291513	0.2937803988
635	0.9142857143	0.2934977363
636	0.9151291513	0.2932447793
637	0.9151291513	0.2929927517
638	0.9151291513	0.2928348229
639	0.9151291513	0.2926472854
640	0.9151291513	0.292412607
641	0.9151291513	0.2922152795
642	0.9159741459	0.2919480397
643	0.9159741459	0.2917588935
644	0.9159741459	0.2914237083
645	0.9168207024	0.2912600123
646	0.9168207024	0.2909602662
647	0.9176688252	0.2906874886
648	0.9176688252	0.2904305652
649	0.9176688252	0.2902394735
650	0.9176688252	0.2900079783
651	0.9176688252	0.2897365661
652	0.9176688252	0.2895773637
653	0.9176688252	0.2894107956
654	0.9186691312	0.2892273078
655	0.9186691312	0.2889960177
656	0.917820868	0.2887919878
657	0.917820868	0.2886829152
658	0.917820868	0.2884121966
659	0.917820868	0.288266747
660	0.917820868	0.2880382365
661	0.917820868	0.2877672908
662	0.917820868	0.2875667768
663	0.917820868	0.2872986547
664	0.917820868	0.2870581982
665	0.917820868	0.2868494354
666	0.9186691312	0.2864780304
667	0.9186691312	0.2863528906
668	0.9186691312	0.2860736499
669	0.9195189639	0.2857810379
670	0.9195189639	0.2854983736
671	0.9203703704	0.2853454564
672	0.921223355	0.2850483367
673	0.921223355	0.2848610673
674	0.921223355	0.284688431
675	0.921223355	0.2845390808
676	0.921223355	0.2843309945
677	0.9220779221	0.2839615858
678	0.9220779221	0.2836969265
679	0.9220779221	0.2836000787
680	0.9220779221	0.2833123941
681	0.9220779221	0.2830860761
682	0.9220779221	0.2829192125
683	0.9229340761	0.2826808291
684	0.9237918216	0.2825398257
685	0.9237918216	0.2823389568
686	0.9237918216	0.2820491298
687	0.9237918216	0.281934492
688	0.9237918216	0.2817634354
689	0.9237918216	0.2813925266
690	0.9237918216	0.2810607646
691	0.9237918216	0.2808083462
692	0.9237918216	0.280573817
693	0.9237918216	0.2803624832
694	0.9237918216	0.2801169341
695	0.9237918216	0.2798840656
696	0.9237918216	0.2797478323
697	0.9237918216	0.2794755134
698	0.9237918216	0.2791107666
699	0.9237918216	0.2788116625
700	0.9237918216	0.2786795085
701	0.9237918216	0.2784855142
702	0.9237918216	0.2783420129
703	0.9247910864	0.278039262
704	0.9247910864	0.2778020775
705	0.9247910864	0.2776178668
706	0.9247910864	0.2774933924
707	0.9256505576	0.2771244576
708	0.9256505576	0.2768067352
709	0.9256505576	0.2766349681
710	0.9256505576	0.2764164818
711	0.9256505576	0.2762418817
712	0.9256505576	0.275987721
713	0.9256505576	0.2757016401
714	0.9256505576	0.2754801726
715	0.9256505576	0.2753030813
716	0.9256505576	0.2750830784
717	0.9256505576	0.2748384606
718	0.9265116279	0.2745539979
719	0.9265116279	0.2743750111
720	0.9265116279	0.2742420413
721	0.9265116279	0.274013954
722	0.9265116279	0.2737458544
723	0.9265116279	0.2734840357
724	0.9265116279	0.2733228021
725	0.9275092937	0.2731263126
726	0.9275092937	0.2727957409
727	0.9275092937	0.2726886842
728	0.9275092937	0.2724959008
729	0.9275092937	0.2722741818
730	0.9275092937	0.2721188669
731	0.9275092937	0.2719863238
732	0.9275092937	0.2717629994
733	0.9275092937	0.2715448586
734	0.9275092937	0.2713205691
735	0.9285051068	0.2711393478
736	0.9285051068	0.2709063082
737	0.9285051068	0.2706641232
738	0.9285051068	0.2704165134
739	0.9285051068	0.2702147856
740	0.9285051068	0.2700751005
741	0.9285051068	0.2696759795
742	0.9293680297	0.2694814751
743	0.9293680297	0.2694197503
744	0.930362117	0.269074798
745	0.9293680297	0.2688808531
746	0.9293680297	0.268748018
747	0.9293680297	0.2685184089
748	0.930362117	0.2682563235
749	0.930362117	0.2681338708
750	0.930362117	0.2678151424
751	0.930362117	0.2674879394
752	0.9313543599	0.2673110209
753	0.9313543599	0.2670140382
754	0.9313543599	0.266830656
755	0.9313543599	0.2666859752
756	0.9313543599	0.2666321129
757	0.9313543599	0.2664114189
758	0.9313543599	0.2659670128
759	0.9313543599	0.2657599049
760	0.9313543599	0.265456455
761	0.9313543599	0.2652595324
762	0.9313543599	0.2651546297
763	0.9313543599	0.2648868907
764	0.9313543599	0.2643836175
765	0.9323447637	0.2640189032
766	0.9313543599	0.2639104336
767	0.9332096475	0.2637430712
768	0.9330855019	0.2635126073
769	0.9349442379	0.2632135266
770	0.9339534884	0.2631547776
771	0.9339534884	0.2629017402
772	0.9349442379	0.2627123053
773	0.9358139535	0.2625240292
774	0.9358139535	0.2624321288
775	0.9349442379	0.262145221
776	0.9349442379	0.2619736311
777	0.9349442379	0.2618203083
778	0.9349442379	0.2615864482
779	0.9349442379	0.2613481447
780	0.9349442379	0.2611527193
781	0.9349442379	0.2611287096
782	0.9349442379	0.2609264385
783	0.9349442379	0.2608324982
784	0.9358139535	0.2605654254
785	0.9358139535	0.2603971815
786	0.9358139535	0.2602357207
787	0.9358139535	0.2600768203
788	0.9358139535	0.2599570409
789	0.9358139535	0.2598065729
790	0.9358139535	0.2596369487
791	0.9358139535	0.2595033887
792	0.9358139535	0.2592994344
793	0.9358139535	0.259035281
794	0.9366852886	0.2588597943
795	0.9358139535	0.2587330211
796	0.9366852886	0.2584652124
797	0.9358139535	0.2582542232
798	0.9358139535	0.2580471538
799	0.9358139535	0.257670222
800	0.9358139535	0.2573949985
801	0.9366852886	0.2572613853
802	0.9366852886	0.2571099204
803	0.9366852886	0.25688986
804	0.9366852886	0.2568283819
805	0.9358139535	0.2566542307
806	0.9366852886	0.2564868977
807	0.9358139535	0.2562817802
808	0.9366852886	0.2560566709
809	0.9366852886	0.255853944
810	0.9366852886	0.2556409806
811	0.9366852886	0.2553927653
812	0.9366852886	0.255204167
813	0.9375582479	0.2551188478
814	0.9366852886	0.254888248
815	0.9375582479	0.2546955618
816	0.9366852886	0.2545435571
817	0.9375582479	0.2543135484
818	0.9375582479	0.2541352187
819	0.9375582479	0.2539551303
820	0.9375582479	0.2536743643
821	0.9375582479	0.25347292
822	0.9375582479	0.2534457849
823	0.9375582479	0.2531783608
824	0.9375582479	0.2530421812
825	0.938547486	0.2527362263
826	0.938547486	0.2525591094
827	0.938547486	0.2523775517
828	0.938547486	0.2522228269
829	0.9394221808	0.2520431614
830	0.9376744186	0.2518869988
831	0.9376744186	0.2518027959
832	0.9394221808	0.251648894
833	0.9394221808	0.2513703007
834	0.9394221808	0.2511101366
835	0.9394221808	0.2509664235
836	0.9394221808	0.2508420784
837	0.9402985075	0.2505828018
838	0.9402985075	0.2504178399
839	0.9402985075	0.2502407541
840	0.9402985075	0.2499883317
841	0.9402985075	0.2499301701
842	0.9402985075	0.2499124538
843	0.9402985075	0.249550295
844	0.9402985075	0.2495263064
845	0.9402985075	0.2493446675
846	0.9402985075	0.249182712
847	0.9402985075	0.2490039193
848	0.9402985075	0.2489844143
849	0.9402985075	0.2487977974
850	0.9402985075	0.2486892926
851	0.9402985075	0.2485186681
852	0.9411764706	0.2482605814
853	0.9411764706	0.2480966293
854	0.9411764706	0.2478636065
855	0.9411764706	0.2477029755
856	0.9411764706	0.2475772317
857	0.9411764706	0.2473542978
858	0.9411764706	0.2472887736
859	0.9411764706	0.2471491129
860	0.9411764706	0.2470266269
861	0.9411764706	0.2468320538
862	0.9411764706	0.2466303924
863	0.9411764706	0.2464827391
864	0.9411764706	0.2463120414
865	0.9411764706	0.2458743141
866	0.9411764706	0.2457131574
867	0.9411764706	0.2455507061
868	0.9411764706	0.2454338193
869	0.9411764706	0.2451258902
870	0.9411764706	0.2449686926
871	0.9411764706	0.2447828338
872	0.9411764706	0.2446106614
873	0.9411764706	0.2443906065
874	0.9411764706	0.2443156669
875	0.9411764706	0.2442675388
876	0.9411764706	0.2441102
877	0.9411764706	0.2438389119
878	0.9411764706	0.2437291452
879	0.9411764706	0.2435382626
880	0.9411764706	0.2433630791
881	0.9411764706	0.2431467279
882	0.9411764706	0.2429731241
883	0.9411764706	0.2427340829
884	0.9411764706	0.2427102889
