iter	Logloss
161	0.4392757762
162	0.4387249534
163	0.4381784018
164	0.4373988641
165	0.4368705351
166	0.436155026
167	0.4355510262
168	0.4349768107
169	0.4343460677
170	0.4336628187
171	0.4329557442
172	0.4323506522
173	0.4316395855
174	0.430846525
175	0.4301575429
176	0.4294910913
177	0.4289771441
178	0.428275012
179	0.4275535227
180	0.4271586777
181	0.4266590795
182	0.426100165
183	0.4255524179
184	0.4249674388
185	0.424400757
186	0.4236691903
187	0.4230995744
188	0.42250459
189	0.4221192771
190	0.4215069479
191	0.4210893172
192	0.4207613182
193	0.420312343
194	0.4198711885
195	0.4192971517
196	0.4188083087
197	0.4182068613
198	0.4175346293
199	0.4169314295
200	0.4165878531
201	0.4159729867
202	0.4154641068
203	0.4150727418
204	0.4143204711
205	0.4137097965
206	0.4131566433
207	0.4125372907
208	0.4120637945
209	0.4116533102
210	0.4110950662
211	0.4107020807
212	0.4102345248
213	0.4097301884
214	0.4091789564
215	0.4087556566
216	0.4081756454
217	0.4076026219
218	0.4069278765
219	0.4063811035
220	0.4058935226
221	0.4054476023
222	0.4050198186
223	0.4045693167
224	0.4039922479
225	0.40347857
226	0.402904913
227	0.4025661856
228	0.4019335572
229	0.4014112491
230	0.4006905879
231	0.4001659895
232	0.399367665
233	0.3986957004
234	0.3980403683
235	0.3975487613
236	0.397171676
237	0.396693386
238	0.3961948953
239	0.3957025912
240	0.3954373738
241	0.3949367463
242	0.3944189262
243	0.3939960222
244	0.3936744032
245	0.393083936
246	0.3926494421
247	0.3921396321
248	0.391773989
249	0.3910789924
250	0.3904159038
251	0.3902051954
252	0.3898920442
253	0.3892576309
254	0.388729064
255	0.3883872839
256	0.3878171094
257	0.3873827353
258	0.3867524654
259	0.3864438393
260	0.3860234625
261	0.3857876064
262	0.3852508589
263	0.3848489871
264	0.3842528448
265	0.3838219194
266	0.3834461886
267	0.3827578205
268	0.3822625952
269	0.3818699146
270	0.3811953023
271	0.3808840566
272	0.3803302943
273	0.3800007621
274	0.379660426
275	0.3791686843
276	0.3785885288
277	0.3781210152
278	0.3776556621
279	0.3772495934
280	0.3768847449
281	0.3764392187
282	0.3762079393
283	0.3758583962
284	0.375668251
285	0.3751280311
286	0.3747498514
287	0.3740722852
288	0.3736980807
289	0.3733899474
290	0.372929594
291	0.3724821282
292	0.3720222127
293	0.3718231236
294	0.3712077836
295	0.3707736049
296	0.3703653645
297	0.3699527354
298	0.3695227766
299	0.3692108776
300	0.3687507666
301	0.3684176269
302	0.3679804694
303	0.3674450023
304	0.3669871914
305	0.366553621
306	0.3662968236
307	0.3660117576
308	0.3657660414
309	0.3651577003
310	0.3646469797
311	0.3641090509
312	0.3636984963
313	0.3633762184
314	0.362986438
315	0.3627319422
316	0.3622985589
317	0.3620776181
318	0.3617921493
319	0.3611954201
320	0.3607599139
321	0.3603175368
322	0.359768041
323	0.3595696053
324	0.3590851074
325	0.358688948
326	0.3582945932
327	0.3580036618
328	0.3577641231
329	0.3573453111
330	0.3569038943
331	0.3565341582
332	0.3561469534
333	0.3559444717
334	0.355588871
335	0.3553028579
336	0.355010583
337	0.3548441656
338	0.3545758616
339	0.3542686005
340	0.353994329
341	0.3533765073
342	0.3530694764
343	0.3529221661
344	0.3525362362
345	0.3521900215
346	0.3518089093
347	0.351519101
348	0.3511116473
349	0.3508362741
350	0.3505269942
351	0.3501289359
352	0.349611883
353	0.3490043554
354	0.3487156496
355	0.3482834246
356	0.347855021
357	0.3475336959
358	0.3470653199
359	0.3467223115
360	0.3463791885
361	0.345822916
362	0.3455270958
363	0.3453015881
364	0.3450303932
365	0.3447606826
366	0.3443834343
367	0.3440661177
368	0.3437518532
369	0.3433172493
370	0.3429401537
371	0.342629261
372	0.342373806
373	0.3419796556
374	0.3416130698
375	0.3413372878
376	0.3410106576
377	0.340442404
378	0.3399749022
379	0.3394180198
380	0.3390335081
381	0.3386699857
382	0.3383413925
383	0.3379658244
384	0.3376420423
385	0.3373044434
386	0.3369287811
387	0.3366309031
388	0.3363469315
389	0.3360443306
390	0.3357747764
391	0.3353280424
392	0.3349999286
393	0.3345662627
394	0.3342297437
395	0.333911453
396	0.3334026409
397	0.3330542559
398	0.3326518795
399	0.3323337368
400	0.3319982487
401	0.3316667811
402	0.3313875007
403	0.3310590089
404	0.3308306315
405	0.3306293902
406	0.3304660295
407	0.3302022968
408	0.3298618887
409	0.3296908529
410	0.329171268
411	0.3289345542
412	0.3285589733
413	0.328259676
414	0.3280080688
415	0.3278210068
416	0.3275511915
417	0.3272582174
418	0.3268968522
419	0.3265637038
420	0.3262283258
421	0.3258163381
422	0.3255277542
423	0.3251213372
424	0.3248144651
425	0.3245407428
426	0.3243391903
427	0.3238919646
428	0.3236225804
429	0.3234673159
430	0.3232029
431	0.3229923391
432	0.3226010863
433	0.3222843944
434	0.322132249
435	0.3218047521
436	0.3214935619
437	0.321114927
438	0.3205545982
439	0.3200805508
440	0.319719438
441	0.3194698504
442	0.319282688
443	0.3188075408
444	0.3185170982
445	0.3181999719
446	0.3178792775
447	0.3177187386
448	0.317379348
449	0.3171645597
450	0.3168841797
451	0.3166050391
452	0.3163603394
453	0.3161229785
454	0.3158074026
455	0.315544418
456	0.3151281824
457	0.3148485202
458	0.3143867528
459	0.3142577225
460	0.3139688357
461	0.3137555652
462	0.3133199309
463	0.3129490553
464	0.3125340136
465	0.3122307927
466	0.3119895879
467	0.3117633442
468	0.3113580414
469	0.3110105812
470	0.3105597443
471	0.310181918
472	0.3098060335
473	0.309490615
474	0.3092357951
475	0.3089306181
476	0.3086187022
477	0.3084553811
478	0.3082059421
479	0.3079911271
480	0.3078063915
481	0.307555701
482	0.307181507
483	0.3068256265
484	0.3066760552
485	0.3063425326
486	0.3060422494
487	0.3058622993
488	0.3057636957
489	0.3055500227
490	0.3051907695
491	0.3049393458
492	0.3046360872
493	0.3044108336
494	0.3041481634
495	0.3040200091
496	0.3037575875
497	0.3035109439
498	0.3032354485
499	0.3028343742
500	0.3026465687
501	0.3024446592
502	0.3022192534
503	0.3017010631
504	0.3014160363
505	0.3011831814
506	0.3008394042
507	0.300386233
508	0.3000355732
509	0.2997832413
510	0.29960041
511	0.2992093407
512	0.2989332071
513	0.2985909049
514	0.2983968164
515	0.2981934289
516	0.2979824775
517	0.2977366403
518	0.2973780692
519	0.2970621461
520	0.2967772319
521	0.2965447646
522	0.2961908674
523	0.2960082955
524	0.2956607419
525	0.2952068636
526	0.2948232334
527	0.2945545709
528	0.2943770855
529	0.29413835
530	0.2939485746
531	0.2937559709
532	0.2936074841
533	0.2932832481
534	0.2931089184
535	0.2927909234
536	0.2925999562
537	0.2922947332
538	0.2918677381
539	0.2915281167
540	0.2912968162
541	0.2909609075
542	0.2908612715
543	0.29060228
544	0.290409579
545	0.2901796593
546	0.2899634847
547	0.2896900613
548	0.2894576536
549	0.289342689
550	0.2891032262
551	0.2888623478
552	0.2886279153
553	0.2882015245
554	0.2879687238
555	0.2876849437
556	0.2872360615
557	0.2869498067
558	0.2867068115
559	0.2864129066
560	0.2861618628
561	0.285874568
562	0.2856189719
563	0.2854598807
564	0.2852476309
565	0.2848978711
566	0.2847363105
567	0.2845763874
568	0.2844136215
569	0.2841245525
570	0.2839767078
571	0.2837713842
572	0.2836197439
573	0.2834400294
574	0.2831886011
575	0.2827300459
576	0.2825664885
577	0.2822651134
578	0.2819529824
579	0.2817653644
580	0.2815222712
581	0.2812613426
582	0.2808609458
583	0.280611859
584	0.280431433
585	0.2802285641
586	0.2799825215
587	0.2796532698
588	0.2792320782
589	0.2788714844
590	0.2785678378
591	0.2782762865
592	0.2780927285
593	0.2778602234
594	0.2776987947
595	0.2775158187
596	0.2773069444
597	0.2771063395
598	0.27699492
599	0.2767758234
600	0.2764813925
601	0.2761919706
602	0.2758725059
603	0.2756233634
604	0.2754329742
605	0.2752934258
606	0.2750102393
607	0.2747737942
608	0.2746049061
609	0.2743394139
610	0.2739951321
611	0.2736701809
612	0.2735305089
613	0.2732999793
614	0.2730369314
615	0.2728377643
616	0.2726849783
617	0.2724898133
618	0.2721615941
619	0.2719522695
620	0.2718383156
621	0.2716055482
622	0.2712717611
623	0.2710479117
624	0.2707367895
625	0.2705217433
626	0.2702557325
627	0.270109909
628	0.2698880102
629	0.2695926978
630	0.2694360321
631	0.2691414619
632	0.2689030924
633	0.2686208484
634	0.2683592732
635	0.2681399693
636	0.2678880005
637	0.2676149502
638	0.267439278
639	0.267209164
640	0.2669862444
641	0.266681492
642	0.2664669298
643	0.2663187508
644	0.2662568317
645	0.2660568583
646	0.2658317858
647	0.265499672
648	0.2652841958
649	0.2649919483
650	0.26475577
651	0.2644971199
652	0.2643479176
653	0.264026434
654	0.2636082317
655	0.2634078514
656	0.2632064231
657	0.262958052
658	0.2626220759
659	0.2624578741
660	0.2621464188
661	0.2619520678
662	0.2618312154
663	0.2616925658
664	0.2614269622
665	0.2611762602
666	0.2608861016
667	0.260778426
668	0.2605867566
669	0.2604495949
670	0.260249323
671	0.2600712237
672	0.2598671198
673	0.2596306057
674	0.2593051852
675	0.2590762758
676	0.2588917521
677	0.2587262187
678	0.2584698659
679	0.2583293944
680	0.2582678369
681	0.2581168208
682	0.257981592
683	0.2577228036
684	0.2573128903
685	0.2569892014
686	0.2568536509
687	0.2566105553
688	0.2564625337
689	0.256305009
690	0.2559796848
691	0.255760671
692	0.25556764
693	0.2552282946
694	0.254956312
695	0.2547031928
696	0.2544930387
697	0.2542887931
698	0.253997659
699	0.2538725367
700	0.2536757859
701	0.2533297269
702	0.253169572
703	0.2529939716
704	0.2528909853
705	0.2525855196
706	0.2523081332
707	0.2520732953
708	0.2519027906
709	0.2516570902
710	0.2513964702
711	0.2512741608
712	0.2510121615
713	0.2508963362
714	0.2508189333
715	0.2506397472
716	0.2504372222
717	0.2503291023
718	0.2501137999
719	0.2499389653
720	0.2497487543
721	0.2495844021
722	0.2492839234
723	0.2490490679
724	0.2489101065
725	0.2486087465
726	0.2483818903
727	0.248168911
728	0.2478539988
729	0.2477373362
730	0.247587155
731	0.2474211225
732	0.2472406993
733	0.2469959043
734	0.2468020366
735	0.2465473741
736	0.2463176627
737	0.246202171
738	0.2459384909
739	0.2458248005
740	0.2455213651
741	0.2453432317
742	0.245251531
743	0.2450342239
744	0.2448258979
745	0.2447123102
746	0.2443946032
747	0.2441947362
748	0.2439701345
749	0.2438434706
750	0.2435741982
751	0.2434022759
752	0.2431021053
753	0.2429054797
754	0.2427896139
755	0.2425944785
756	0.2423677485
757	0.2421076594
758	0.2418997314
759	0.2416538379
760	0.2414678008
761	0.2413014835
762	0.2411700585
763	0.2409371142
764	0.2408192238
765	0.2405775817
766	0.240323505
767	0.2401988816
768	0.2400094491
769	0.2397897533
770	0.2396322019
771	0.2394500262
772	0.2391485731
773	0.2388899005
774	0.2387447647
775	0.2384608233
776	0.2382700178
777	0.2381483905
778	0.2379469519
779	0.2377837197
780	0.2376349717
781	0.237425867
782	0.2372091694
783	0.2370335033
784	0.2369420825
785	0.236857857
786	0.2366677801
787	0.2365676443
788	0.2363483431
789	0.2362093959
790	0.2360040836
791	0.235806979
792	0.235666882
793	0.2354785398
794	0.2352445761
795	0.2349559998
796	0.234773321
797	0.2346741503
798	0.234371442
799	0.2341860637
800	0.2341006143
801	0.2338591741
802	0.2336400141
803	0.2335377609
804	0.2333858637
805	0.2331594414
806	0.2328613143
807	0.2326310969
808	0.232447679
809	0.2322521047
810	0.2320487709
811	0.2319750955
812	0.2316979393
813	0.2314950794
814	0.2312549702
815	0.2311701955
816	0.2310178634
817	0.2308729718
818	0.230470027
819	0.2302891778
820	0.2300931833
821	0.2299522981
822	0.2298445278
823	0.2295988883
824	0.2294866738
825	0.2292628865
826	0.2290709754
827	0.2288828752
828	0.228516312
829	0.2283602969
830	0.2282334279
831	0.2280041144
832	0.2277587097
833	0.2276089316
834	0.2275870034
835	0.227241431
836	0.2270396883
837	0.2268350084
838	0.2266581531
839	0.2265027969
840	0.2263201765
841	0.226131931
842	0.2260352184
843	0.2258729899
844	0.2256880662
845	0.2254778396
846	0.225293086
847	0.2250486236
848	0.2247662134
849	0.2246040995
850	0.2243337636
851	0.2240914944
852	0.2237127075
853	0.2235546591
854	0.2233828614
855	0.2232747439
856	0.2231368384
857	0.2229305176
858	0.2226331276
859	0.2223504173
860	0.2221087003
861	0.221858491
862	0.2216460867
863	0.2214774952
864	0.2213424079
865	0.2209720001
866	0.2207369283
867	0.2204331732
868	0.2203079228
869	0.2201451509
870	0.2200113167
871	0.219880978
872	0.2196736697
873	0.2195172945
874	0.219288268
875	0.2190169994
876	0.2188934268
877	0.2186229902
878	0.2184135172
879	0.2182788272
880	0.2180782155
881	0.2179359305
882	0.2177202938
883	0.2175768003
884	0.2174066532
885	0.2172229491
886	0.2170990529
887	0.2169009033
888	0.2167948135
889	0.2167357122
890	0.2165365819
891	0.216388464
892	0.2161932067
893	0.2160037368
894	0.2158338409
895	0.2156785441
896	0.2155761246
897	0.215316875
898	0.2150923413
899	0.2149146831
900	0.2147177861
901	0.2145092643
902	0.2143055254
903	0.214214124
904	0.2140299088
905	0.213952036
906	0.2137614876
907	0.2136399652
908	0.2134456893
909	0.2132761202
910	0.213106253
911	0.2129044314
912	0.2127599694
913	0.2126642564
914	0.2124924686
915	0.2123198153
916	0.2122434206
917	0.2120568128
918	0.2118650294
919	0.2117346668
920	0.2113906847
921	0.2111598605
922	0.2110133579
923	0.2107965042
924	0.2105940585
925	0.2104606256
926	0.2103196989
927	0.2101109128
928	0.2099749498
929	0.209703804
930	0.209450435
931	0.2091973601
932	0.2091515341
933	0.2089306125
934	0.2087708143
935	0.2085517522
936	0.2084391407
937	0.2082536116
938	0.2080206535
939	0.2078760833
940	0.2077680187
941	0.2076788508
942	0.2074747239
943	0.2072748438
944	0.2071309317
945	0.206844507
946	0.2066023862
947	0.2062676303
948	0.2059422056
949	0.2056799454
950	0.2055942972
951	0.2054174461
952	0.2052625449
953	0.2051328436
954	0.2048828644
955	0.2047175176
956	0.2045439705
957	0.2043471361
958	0.2042529763
959	0.2040534554
960	0.2037752553
961	0.203562687
962	0.2033834805
963	0.2030183676
964	0.2029678565
965	0.20283843
966	0.2026492081
967	0.2024725451
968	0.2023403542
969	0.2021983461
970	0.2021066516
971	0.2019599968
972	0.2017569689
973	0.2015539512
974	0.2013803473
975	0.2012300948
976	0.2011645567
977	0.20105014
978	0.200875924
979	0.2007768827
980	0.2005674144
981	0.2004225595
982	0.2002913067
983	0.2000469197
984	0.1998597894
985	0.1997113197
986	0.1995683434
987	0.1993696433
988	0.1992021768
989	0.1989911888
990	0.1988328156
991	0.1987357572
992	0.1985960274
993	0.1983849503
994	0.1982571011
995	0.1980953522
996	0.1980094277
997	0.1979206694
998	0.1977893096
999	0.1976870218
